Image,Label,SubjectID,Ciba Vision Lens Color,Gender,B_L Lens Used,PupilX,PupilY,PupilR,IrisX,IrisY,IrisR
Cogent Scanner/67/Colored/20120914142741_R,Colored,67,Blue,Male,No,347,214,44,346,236,125
Cogent Scanner/67/Colored/20120914142745_L,Colored,67,Blue,Male,No,294,234,43,292,247,119
Cogent Scanner/67/Colored/20120914142745_R,Colored,67,Blue,Male,No,350,217,48,348,243,126
Cogent Scanner/67/Colored/20120914142750_L,Colored,67,Blue,Male,No,357,247,51,359,263,119
Cogent Scanner/67/Colored/20120914142750_R,Colored,67,Blue,Male,No,413,201,46,411,222,123
Cogent Scanner/67/Colored/20120914142756_L,Colored,67,Blue,Male,No,302,219,47,300,234,118
Cogent Scanner/67/Colored/20120914142756_R,Colored,67,Blue,Male,No,347,194,43,345,208,118
Cogent Scanner/67/Normal/20120912141953_L,Normal,67,Blue,Male,No,263,241,39,270,246,123
Cogent Scanner/67/Normal/20120912141953_R,Normal,67,Blue,Male,No,402,267,36,398,273,125
Cogent Scanner/67/Normal/20120912141956_L,Normal,67,Blue,Male,No,308,191,39,316,194,140
Cogent Scanner/67/Normal/20120912141956_R,Normal,67,Blue,Male,No,436,229,45,435,240,130
Cogent Scanner/67/Normal/20120912142000_L,Normal,67,Blue,Male,No,284,216,59,290,222,136
Cogent Scanner/67/Normal/20120912142000_R,Normal,67,Blue,Male,No,427,254,55,425,265,138
Cogent Scanner/67/Normal/20120912142003_L,Normal,67,Blue,Male,No,307,212,56,309,216,137
Cogent Scanner/67/Normal/20120912142003_R,Normal,67,Blue,Male,No,447,232,53,444,235,137
Cogent Scanner/67/Normal/20120912142013_L,Normal,67,Blue,Male,No,290,211,44,296,223,123
Cogent Scanner/67/Normal/20120912142014_R,Normal,67,Blue,Male,No,356,247,37,352,261,130
Cogent Scanner/67/Normal/20120912142016_L,Normal,67,Blue,Male,No,277,236,37,282,250,126
Cogent Scanner/67/Normal/20120912142016_R,Normal,67,Blue,Male,No,385,172,45,384,185,123
Cogent Scanner/67/Normal/20120912142020_L,Normal,67,Blue,Male,No,287,233,38,292,237,130
Cogent Scanner/67/Normal/20120912142020_R,Normal,67,Blue,Male,No,420,245,36,422,250,126
Cogent Scanner/67/Normal/20120912142023_L,Normal,67,Blue,Male,No,337,240,51,338,239,127
Cogent Scanner/67/Normal/20120912142023_R,Normal,67,Blue,Male,No,479,248,47,482,249,130
Cogent Scanner/67/Normal/20120912142031_L,Normal,67,Blue,Male,No,280,181,36,282,199,131
Cogent Scanner/67/Normal/20120912142031_R,Normal,67,Blue,Male,No,408,183,33,409,194,135
Cogent Scanner/67/Transparent/20120912143704_L,Transparent,67,Blue,Male,No,269,197,41,274,201,119
Cogent Scanner/67/Transparent/20120912143704_R,Transparent,67,Blue,Male,No,409,199,42,411,205,116
Cogent Scanner/67/Transparent/20120912143708_L,Transparent,67,Blue,Male,No,322,201,50,327,208,123
Cogent Scanner/67/Transparent/20120912143708_R,Transparent,67,Blue,Male,No,436,191,47,439,202,121
Cogent Scanner/67/Transparent/20120912143711_L,Transparent,67,Blue,Male,No,274,219,44,281,226,123
Cogent Scanner/67/Transparent/20120912143711_R,Transparent,67,Blue,Male,No,410,216,43,407,229,122
Cogent Scanner/67/Transparent/20120912143714_L,Transparent,67,Blue,Male,No,268,183,36,266,197,128
Cogent Scanner/67/Transparent/20120912143714_R,Transparent,67,Blue,Male,No,402,179,36,401,185,121
Cogent Scanner/67/Transparent/20120912143718_L,Transparent,67,Blue,Male,No,279,180,46,283,186,122
Cogent Scanner/67/Transparent/20120912143718_R,Transparent,67,Blue,Male,No,413,172,47,411,190,128
Cogent Scanner/67/Transparent/20120912143721_L,Transparent,67,Blue,Male,No,277,177,47,286,190,127
Cogent Scanner/67/Transparent/20120912143721_R,Transparent,67,Blue,Male,No,414,174,47,408,180,127
Cogent Scanner/68/Colored/20120920151200_L,Colored,68,Green,Male,No,268,132,30,271,169,129
Cogent Scanner/68/Colored/20120920151200_R,Colored,68,Green,Male,No,333,152,31,337,194,128
Cogent Scanner/68/Colored/20120920151203_L,Colored,68,Green,Male,No,257,124,34,265,162,134
Cogent Scanner/68/Colored/20120920151203_R,Colored,68,Green,Male,No,385,165,47,386,186,132
Cogent Scanner/68/Colored/20120920151205_L,Colored,68,Green,Male,No,284,128,34,292,162,128
Cogent Scanner/68/Colored/20120920151205_R,Colored,68,Green,Male,No,345,172,43,348,220,130
Cogent Scanner/68/Colored/20120920151208_L,Colored,68,Green,Male,No,314,107,47,314,154,129
Cogent Scanner/68/Colored/20120920151208_R,Colored,68,Green,Male,No,401,141,45,396,169,129
Cogent Scanner/68/Colored/20120920151219_L,Colored,68,Green,Male,No,258,93,50,266,141,131
Cogent Scanner/68/Colored/20120920151219_R,Colored,68,Green,Male,No,329,122,47,333,147,129
Cogent Scanner/68/Normal/20120920145528_L,Normal,68,Green,Male,No,218,138,51,221,168,129
Cogent Scanner/68/Normal/20120920145528_R,Normal,68,Green,Male,No,286,167,38,282,198,133
Cogent Scanner/68/Normal/20120920145531_L,Normal,68,Green,Male,No,277,128,57,283,142,135
Cogent Scanner/68/Normal/20120920145531_R,Normal,68,Green,Male,No,369,168,55,370,183,140
Cogent Scanner/68/Normal/20120920145535_L,Normal,68,Green,Male,No,255,135,39,263,151,131
Cogent Scanner/68/Normal/20120920145535_R,Normal,68,Green,Male,No,333,169,33,333,194,143
Cogent Scanner/68/Normal/20120920145539_L,Normal,68,Green,Male,No,248,146,56,250,180,138
Cogent Scanner/68/Normal/20120920145539_R,Normal,68,Green,Male,No,320,164,30,320,160,146
Cogent Scanner/68/Normal/20120920145543_L,Normal,68,Green,Male,No,249,136,39,256,155,133
Cogent Scanner/68/Normal/20120920145543_R,Normal,68,Green,Male,No,335,156,37,327,164,143
Cogent Scanner/68/Normal/20120920145547_L,Normal,68,Green,Male,No,188,128,36,199,161,140
Cogent Scanner/68/Normal/20120920145547_R,Normal,68,Green,Male,No,286,146,53,286,160,145
Cogent Scanner/68/Transparent/20120920150249_L,Transparent,68,Green,Male,No,269,287,47,270,311,128
Cogent Scanner/68/Transparent/20120920150249_R,Transparent,68,Green,Male,No,347,224,48,340,238,131
Cogent Scanner/68/Transparent/20120920150252_L,Transparent,68,Green,Male,No,277,162,50,281,177,141
Cogent Scanner/68/Transparent/20120920150252_R,Transparent,68,Green,Male,No,394,152,52,391,172,141
Cogent Scanner/68/Transparent/20120920150254_L,Transparent,68,Green,Male,No,289,143,51,291,169,138
Cogent Scanner/68/Transparent/20120920150254_R,Transparent,68,Green,Male,No,400,143,43,395,162,140
Cogent Scanner/68/Transparent/20120920150257_L,Transparent,68,Green,Male,No,277,133,37,286,163,140
Cogent Scanner/68/Transparent/20120920150257_R,Transparent,68,Green,Male,No,393,135,46,393,148,140
Cogent Scanner/68/Transparent/20120920150301_L,Transparent,68,Green,Male,No,220,104,52,225,140,140
Cogent Scanner/68/Transparent/20120920150301_R,Transparent,68,Green,Male,No,299,105,50,298,149,148
Cogent Scanner/69/Colored/20120912150431_L,Colored,69,Gray,Male,No,181,250,37,186,269,137
Cogent Scanner/69/Colored/20120912150431_R,Colored,69,Gray,Male,No,367,239,40,359,255,141
Cogent Scanner/69/Colored/20120912150435_L,Colored,69,Gray,Male,No,211,203,39,218,217,120
Cogent Scanner/69/Colored/20120912150435_R,Colored,69,Gray,Male,No,358,185,42,350,195,123
Cogent Scanner/69/Colored/20120912150449_L,Colored,69,Gray,Male,No,280,230,39,290,242,123
Cogent Scanner/69/Colored/20120912150449_R,Colored,69,Gray,Male,No,410,243,40,409,256,121
Cogent Scanner/69/Colored/20120912150451_L,Colored,69,Gray,Male,No,296,185,38,305,205,126
Cogent Scanner/69/Colored/20120912150455_L,Colored,69,Gray,Male,No,288,164,47,298,180,131
Cogent Scanner/69/Colored/20120912150455_R,Colored,69,Gray,Male,No,420,160,49,416,170,130
Cogent Scanner/69/Colored/20120912150459_L,Colored,69,Gray,Male,No,293,157,38,299,177,127
Cogent Scanner/69/Colored/20120912150459_R,Colored,69,Gray,Male,No,430,155,31,425,175,129
Cogent Scanner/69/Colored/20120912150503_L,Colored,69,Gray,Male,No,269,159,45,276,179,132
Cogent Scanner/69/Colored/20120912150503_R,Colored,69,Gray,Male,No,402,158,45,399,168,126
Cogent Scanner/69/Normal/20120912153342_L,Normal,69,Gray,Male,No,310,196,44,314,212,124
Cogent Scanner/69/Normal/20120912153342_R,Normal,69,Gray,Male,No,373,181,34,373,187,122
Cogent Scanner/69/Normal/20120912153347_L,Normal,69,Gray,Male,No,339,166,35,346,183,122
Cogent Scanner/69/Normal/20120912153347_R,Normal,69,Gray,Male,No,388,156,45,385,163,119
Cogent Scanner/69/Normal/20120912153350_L,Normal,69,Gray,Male,No,365,168,37,371,183,123
Cogent Scanner/69/Normal/20120912153350_R,Normal,69,Gray,Male,No,403,152,49,400,159,120
Cogent Scanner/69/Normal/20120912153353_L,Normal,69,Gray,Male,No,378,179,40,384,188,117
Cogent Scanner/69/Normal/20120912153353_R,Normal,69,Gray,Male,No,414,150,36,408,160,117
Cogent Scanner/69/Normal/20120912153357_L,Normal,69,Gray,Male,No,383,182,43,388,190,117
Cogent Scanner/69/Normal/20120912153357_R,Normal,69,Gray,Male,No,417,158,45,413,162,124
Cogent Scanner/69/Normal/20120912153401_L,Normal,69,Gray,Male,No,380,175,30,389,181,123
Cogent Scanner/69/Normal/20120912153401_R,Normal,69,Gray,Male,No,426,159,47,425,158,120
Cogent Scanner/69/Transparent/20120911164458_L,Transparent,69,Gray,Male,No,244,174,48,253,186,140
Cogent Scanner/69/Transparent/20120911164458_R,Transparent,69,Gray,Male,No,428,227,65,420,234,162
Cogent Scanner/69/Transparent/20120911164501_L,Transparent,69,Gray,Male,No,266,132,37,273,150,143
Cogent Scanner/69/Transparent/20120911164501_R,Transparent,69,Gray,Male,No,426,145,41,421,166,150
Cogent Scanner/69/Transparent/20120911164506_L,Transparent,69,Gray,Male,No,249,128,58,260,152,145
Cogent Scanner/69/Transparent/20120911164506_R,Transparent,69,Gray,Male,No,416,142,56,415,157,147
Cogent Scanner/69/Transparent/20120911164511_L,Transparent,69,Gray,Male,No,272,133,41,283,149,143
Cogent Scanner/69/Transparent/20120911164511_R,Transparent,69,Gray,Male,No,440,127,38,433,158,150
Cogent Scanner/69/Transparent/20120911164515_L,Transparent,69,Gray,Male,No,273,134,38,283,150,143
Cogent Scanner/69/Transparent/20120911164515_R,Transparent,69,Gray,Male,No,436,124,59,433,145,145
Cogent Scanner/70/Colored/20120913130309_L,Colored,70,Green,Female,No,275,185,31,278,199,106
Cogent Scanner/70/Colored/20120913130309_R,Colored,70,Green,Female,No,331,134,27,326,150,104
Cogent Scanner/70/Colored/20120913130312_L,Colored,70,Green,Female,No,168,234,41,172,252,121
Cogent Scanner/70/Colored/20120913130312_R,Colored,70,Green,Female,No,312,181,37,307,188,123
Cogent Scanner/70/Colored/20120913130317_L,Colored,70,Green,Female,No,255,221,29,261,227,118
Cogent Scanner/70/Colored/20120913130317_R,Colored,70,Green,Female,No,341,153,29,336,160,115
Cogent Scanner/70/Colored/20120913130319_L,Colored,70,Green,Female,No,215,211,38,221,229,117
Cogent Scanner/70/Colored/20120913130319_R,Colored,70,Green,Female,No,356,157,41,350,165,118
Cogent Scanner/70/Colored/20120913130325_L,Colored,70,Green,Female,No,229,180,33,234,201,123
Cogent Scanner/70/Colored/20120913130325_R,Colored,70,Green,Female,No,370,135,41,365,159,122
Cogent Scanner/70/Colored/20120913130328_L,Colored,70,Green,Female,No,236,203,38,240,221,122
Cogent Scanner/70/Colored/20120913130328_R,Colored,70,Green,Female,No,333,140,39,332,155,119
Cogent Scanner/70/Colored/20120913130331_L,Colored,70,Green,Female,No,220,219,40,227,243,121
Cogent Scanner/70/Colored/20120913130331_R,Colored,70,Green,Female,No,344,169,44,340,190,122
Cogent Scanner/70/Normal/20120913120139_L,Normal,70,Green,Female,No,300,154,31,304,164,117
Cogent Scanner/70/Normal/20120913120139_R,Normal,70,Green,Female,No,332,184,43,328,195,120
Cogent Scanner/70/Normal/20120913120144_L,Normal,70,Green,Female,No,313,153,32,320,172,112
Cogent Scanner/70/Normal/20120913120144_R,Normal,70,Green,Female,No,445,159,41,444,179,110
Cogent Scanner/70/Normal/20120913120151_L,Normal,70,Green,Female,No,276,230,38,280,254,113
Cogent Scanner/70/Normal/20120913120151_R,Normal,70,Green,Female,No,382,213,37,382,239,107
Cogent Scanner/70/Normal/20120913120154_L,Normal,70,Green,Female,No,260,180,43,261,202,110
Cogent Scanner/70/Normal/20120913120154_R,Normal,70,Green,Female,No,361,157,30,361,172,106
Cogent Scanner/70/Normal/20120913120200_L,Normal,70,Green,Female,No,315,173,37,320,188,111
Cogent Scanner/70/Normal/20120913120200_R,Normal,70,Green,Female,No,421,149,28,417,173,111
Cogent Scanner/70/Transparent/20120913123740_L,Transparent,70,Green,Female,No,290,131,36,295,157,120
Cogent Scanner/70/Transparent/20120913123741_R,Transparent,70,Green,Female,No,425,127,30,426,144,113
Cogent Scanner/70/Transparent/20120913123744_L,Transparent,70,Green,Female,No,214,146,42,216,177,118
Cogent Scanner/70/Transparent/20120913123744_R,Transparent,70,Green,Female,No,358,155,41,359,177,115
Cogent Scanner/70/Transparent/20120913123752_L,Transparent,70,Green,Female,No,205,143,31,211,166,124
Cogent Scanner/70/Transparent/20120913123752_R,Transparent,70,Green,Female,No,348,152,32,344,177,121
Cogent Scanner/70/Transparent/20120913123755_L,Transparent,70,Green,Female,No,239,147,44,244,178,122
Cogent Scanner/70/Transparent/20120913123755_R,Transparent,70,Green,Female,No,409,161,43,406,178,121
Cogent Scanner/70/Transparent/20120913123759_L,Transparent,70,Green,Female,No,266,140,41,268,171,122
Cogent Scanner/70/Transparent/20120913123759_R,Transparent,70,Green,Female,No,397,146,35,399,169,121
Cogent Scanner/71/Colored/20120912160023_L,Colored,71,Gray,Male,No,353,136,37,362,145,115
Cogent Scanner/71/Colored/20120912160023_R,Colored,71,Gray,Male,No,321,169,39,312,197,119
Cogent Scanner/71/Colored/20120912160027_L,Colored,71,Gray,Male,No,352,115,29,366,125,113
Cogent Scanner/71/Colored/20120912160027_R,Colored,71,Gray,Male,No,323,143,26,314,159,114
Cogent Scanner/71/Colored/20120912160032_L,Colored,71,Gray,Male,No,359,132,32,372,150,117
Cogent Scanner/71/Colored/20120912160032_R,Colored,71,Gray,Male,No,315,166,24,307,183,112
Cogent Scanner/71/Colored/20120912160036_L,Colored,71,Gray,Male,No,351,115,24,365,124,112
Cogent Scanner/71/Colored/20120912160036_R,Colored,71,Gray,Male,No,314,151,26,306,180,113
Cogent Scanner/71/Colored/20120912160041_L,Colored,71,Gray,Male,No,366,134,32,376,151,113
Cogent Scanner/71/Colored/20120912160041_R,Colored,71,Gray,Male,No,321,168,30,315,191,108
Cogent Scanner/71/Colored/20120912160045_L,Colored,71,Gray,Male,No,357,133,29,364,148,112
Cogent Scanner/71/Colored/20120912160045_R,Colored,71,Gray,Male,No,316,154,22,309,172,108
Cogent Scanner/71/Normal/20120912151215_L,Normal,71,Gray,Male,No,228,148,35,238,167,142
Cogent Scanner/71/Normal/20120912151215_R,Normal,71,Gray,Male,No,358,150,40,352,170,143
Cogent Scanner/71/Normal/20120912151220_L,Normal,71,Gray,Male,No,320,173,39,323,181,126
Cogent Scanner/71/Normal/20120912151220_R,Normal,71,Gray,Male,No,432,189,40,420,198,121
Cogent Scanner/71/Normal/20120912151223_L,Normal,71,Gray,Male,No,308,148,38,310,164,127
Cogent Scanner/71/Normal/20120912151223_R,Normal,71,Gray,Male,No,418,158,34,409,179,122
Cogent Scanner/71/Normal/20120912151226_L,Normal,71,Gray,Male,No,312,126,31,319,141,123
Cogent Scanner/71/Normal/20120912151226_R,Normal,71,Gray,Male,No,414,155,33,405,166,125
Cogent Scanner/71/Normal/20120912151229_L,Normal,71,Gray,Male,No,278,134,38,284,143,128
Cogent Scanner/71/Normal/20120912151229_R,Normal,71,Gray,Male,No,364,177,36,357,188,129
Cogent Scanner/71/Normal/20120912151233_L,Normal,71,Gray,Male,No,263,98,37,269,120,119
Cogent Scanner/71/Normal/20120912151233_R,Normal,71,Gray,Male,No,369,142,46,362,151,122
Cogent Scanner/71/Transparent/20120912153844_L,Transparent,71,Gray,Male,No,285,155,24,294,161,100
Cogent Scanner/71/Transparent/20120912153844_R,Transparent,71,Gray,Male,No,265,189,25,256,208,103
Cogent Scanner/71/Transparent/20120912153848_L,Transparent,71,Gray,Male,No,290,170,23,295,177,95
Cogent Scanner/71/Transparent/20120912153848_R,Transparent,71,Gray,Male,No,263,190,25,258,208,98
Cogent Scanner/71/Transparent/20120912153852_L,Transparent,71,Gray,Male,No,288,154,21,292,165,96
Cogent Scanner/71/Transparent/20120912153852_R,Transparent,71,Gray,Male,No,253,172,23,244,187,98
Cogent Scanner/71/Transparent/20120912153855_L,Transparent,71,Gray,Male,No,310,170,24,316,182,97
Cogent Scanner/71/Transparent/20120912153855_R,Transparent,71,Gray,Male,No,284,177,22,277,193,97
Cogent Scanner/71/Transparent/20120912153858_L,Transparent,71,Gray,Male,No,312,162,22,316,177,98
Cogent Scanner/71/Transparent/20120912153858_R,Transparent,71,Gray,Male,No,278,174,24,267,190,94
Cogent Scanner/72/Colored/20120919131832_L,Colored,72,Blue,Female,No,244,179,53,252,184,126
Cogent Scanner/72/Colored/20120919131832_R,Colored,72,Blue,Female,No,428,200,44,426,218,127
Cogent Scanner/72/Colored/20120919131836_L,Colored,72,Blue,Female,No,231,156,49,241,185,124
Cogent Scanner/72/Colored/20120919131836_R,Colored,72,Blue,Female,No,407,164,33,405,183,127
Cogent Scanner/72/Colored/20120919131839_L,Colored,72,Blue,Female,No,200,173,48,210,196,128
Cogent Scanner/72/Colored/20120919131839_R,Colored,72,Blue,Female,No,403,191,51,400,209,131
Cogent Scanner/72/Colored/20120919131852_L,Colored,72,Blue,Female,No,211,177,54,217,194,133
Cogent Scanner/72/Colored/20120919131852_R,Colored,72,Blue,Female,No,418,184,57,420,201,137
Cogent Scanner/72/Colored/20120919131857_L,Colored,72,Blue,Female,No,185,171,54,190,195,138
Cogent Scanner/72/Colored/20120919131857_R,Colored,72,Blue,Female,No,405,178,56,405,191,140
Cogent Scanner/72/Normal/20120919134141_L,Normal,72,Blue,Female,No,215,224,44,216,245,123
Cogent Scanner/72/Normal/20120919134141_R,Normal,72,Blue,Female,No,438,178,51,431,193,141
Cogent Scanner/72/Normal/20120919134144_L,Normal,72,Blue,Female,No,236,198,56,237,213,132
Cogent Scanner/72/Normal/20120919134144_R,Normal,72,Blue,Female,No,441,182,36,437,197,131
Cogent Scanner/72/Normal/20120919134147_L,Normal,72,Blue,Female,No,264,198,47,267,217,133
Cogent Scanner/72/Normal/20120919134147_R,Normal,72,Blue,Female,No,457,180,43,450,205,135
Cogent Scanner/72/Normal/20120919134151_L,Normal,72,Blue,Female,No,234,196,53,241,221,130
Cogent Scanner/72/Normal/20120919134151_R,Normal,72,Blue,Female,No,425,189,52,419,211,133
Cogent Scanner/72/Normal/20120919134154_L,Normal,72,Blue,Female,No,240,183,45,243,199,130
Cogent Scanner/72/Normal/20120919134154_R,Normal,72,Blue,Female,No,430,178,51,425,195,134
Cogent Scanner/72/Normal/20120919134157_L,Normal,72,Blue,Female,No,257,185,43,260,202,131
Cogent Scanner/72/Normal/20120919134157_R,Normal,72,Blue,Female,No,440,178,55,433,198,132
Cogent Scanner/72/Transparent/20120919130734_L,Transparent,72,Blue,Female,No,317,200,46,323,215,127
Cogent Scanner/72/Transparent/20120919130734_R,Transparent,72,Blue,Female,No,450,334,42,442,347,122
Cogent Scanner/72/Transparent/20120919130745_L,Transparent,72,Blue,Female,No,158,201,62,161,221,135
Cogent Scanner/72/Transparent/20120919130745_R,Transparent,72,Blue,Female,No,380,176,42,372,195,142
Cogent Scanner/72/Transparent/20120919130749_L,Transparent,72,Blue,Female,No,230,184,57,240,216,136
Cogent Scanner/72/Transparent/20120919130749_R,Transparent,72,Blue,Female,No,404,158,37,396,184,139
Cogent Scanner/72/Transparent/20120919130752_L,Transparent,72,Blue,Female,No,226,185,34,232,214,137
Cogent Scanner/72/Transparent/20120919130752_R,Transparent,72,Blue,Female,No,386,171,44,378,183,143
Cogent Scanner/72/Transparent/20120919130805_L,Transparent,72,Blue,Female,No,133,232,58,140,257,137
Cogent Scanner/72/Transparent/20120919130805_R,Transparent,72,Blue,Female,No,376,216,59,368,240,149
Cogent Scanner/72/Transparent/20120919130815_L,Transparent,72,Blue,Female,No,138,210,47,144,241,136
Cogent Scanner/72/Transparent/20120919130815_R,Transparent,72,Blue,Female,No,384,160,43,374,191,145
Cogent Scanner/73/Colored/20120920130157_L,Colored,73,Green,Male,No,365,175,33,373,181,125
Cogent Scanner/73/Colored/20120920130157_R,Colored,73,Green,Male,No,283,200,34,280,207,125
Cogent Scanner/73/Colored/20120920130201_L,Colored,73,Green,Male,No,381,223,42,386,231,136
Cogent Scanner/73/Colored/20120920130201_R,Colored,73,Green,Male,No,306,246,41,300,255,130
Cogent Scanner/73/Colored/20120920130204_L,Colored,73,Green,Male,No,381,186,34,387,196,126
Cogent Scanner/73/Colored/20120920130204_R,Colored,73,Green,Male,No,289,206,31,288,215,127
Cogent Scanner/73/Colored/20120920130208_L,Colored,73,Green,Male,No,388,166,35,391,188,121
Cogent Scanner/73/Colored/20120920130208_R,Colored,73,Green,Male,No,299,201,42,291,211,125
Cogent Scanner/73/Colored/20120920130212_L,Colored,73,Green,Male,No,382,170,43,385,192,126
Cogent Scanner/73/Colored/20120920130212_R,Colored,73,Green,Male,No,286,188,45,280,207,125
Cogent Scanner/73/Normal/20120920123153_L,Normal,73,Green,Male,No,316,163,27,324,172,116
Cogent Scanner/73/Normal/20120920123153_R,Normal,73,Green,Male,No,254,173,32,251,179,121
Cogent Scanner/73/Normal/20120920123156_L,Normal,73,Green,Male,No,364,157,34,368,170,129
Cogent Scanner/73/Normal/20120920123156_R,Normal,73,Green,Male,No,303,187,39,297,197,130
Cogent Scanner/73/Normal/20120920123159_L,Normal,73,Green,Male,No,354,157,36,359,162,135
Cogent Scanner/73/Normal/20120920123159_R,Normal,73,Green,Male,No,280,168,32,276,175,129
Cogent Scanner/73/Normal/20120920123202_L,Normal,73,Green,Male,No,334,174,36,337,184,123
Cogent Scanner/73/Normal/20120920123202_R,Normal,73,Green,Male,No,252,181,32,252,186,126
Cogent Scanner/73/Normal/20120920123205_L,Normal,73,Green,Male,No,369,139,32,378,168,130
Cogent Scanner/73/Normal/20120920123205_R,Normal,73,Green,Male,No,285,165,37,282,203,131
Cogent Scanner/73/Transparent/20120920124605_L,Transparent,73,Green,Male,No,349,184,34,353,195,127
Cogent Scanner/73/Transparent/20120920124605_R,Transparent,73,Green,Male,No,299,224,34,293,231,132
Cogent Scanner/73/Transparent/20120920124608_L,Transparent,73,Green,Male,No,366,173,42,368,171,135
Cogent Scanner/73/Transparent/20120920124608_R,Transparent,73,Green,Male,No,287,194,41,286,199,131
Cogent Scanner/73/Transparent/20120920124611_L,Transparent,73,Green,Male,No,353,163,42,355,170,129
Cogent Scanner/73/Transparent/20120920124611_R,Transparent,73,Green,Male,No,270,184,42,264,183,127
Cogent Scanner/73/Transparent/20120920124614_L,Transparent,73,Green,Male,No,347,158,37,350,170,126
Cogent Scanner/73/Transparent/20120920124614_R,Transparent,73,Green,Male,No,255,167,45,252,178,126
Cogent Scanner/73/Transparent/20120920124617_L,Transparent,73,Green,Male,No,400,180,31,406,200,133
Cogent Scanner/73/Transparent/20120920124617_R,Transparent,73,Green,Male,No,312,216,47,304,234,136
Cogent Scanner/74/Colored/20120913115848_L,Colored,74,Green,Female,No,365,163,31,377,177,106
Cogent Scanner/74/Colored/20120913115848_R,Colored,74,Green,Female,No,430,212,31,429,229,102
Cogent Scanner/74/Colored/20120913115852_L,Colored,74,Green,Female,No,332,169,26,339,180,99
Cogent Scanner/74/Colored/20120913115852_R,Colored,74,Green,Female,No,398,222,20,397,235,100
Cogent Scanner/74/Colored/20120913115856_L,Colored,74,Green,Female,No,322,173,25,332,178,102
Cogent Scanner/74/Colored/20120913115856_R,Colored,74,Green,Female,No,397,229,31,392,235,99
Cogent Scanner/74/Colored/20120913115907_L,Colored,74,Green,Female,No,320,151,27,331,168,100
Cogent Scanner/74/Colored/20120913115907_R,Colored,74,Green,Female,No,356,221,31,352,234,97
Cogent Scanner/74/Colored/20120913115912_L,Colored,74,Green,Female,No,310,185,39,319,198,117
Cogent Scanner/74/Colored/20120913115912_R,Colored,74,Green,Female,No,384,221,32,378,244,118
Cogent Scanner/74/Colored/20120913115916_L,Colored,74,Green,Female,No,295,165,41,303,170,113
Cogent Scanner/74/Colored/20120913115916_R,Colored,74,Green,Female,No,372,212,40,364,217,117
Cogent Scanner/74/Normal/20120913114117_L,Normal,74,Green,Female,No,265,147,42,270,158,100
Cogent Scanner/74/Normal/20120913114117_R,Normal,74,Green,Female,No,398,158,36,392,167,102
Cogent Scanner/74/Normal/20120913114128_L,Normal,74,Green,Female,No,321,176,31,324,185,105
Cogent Scanner/74/Normal/20120913114128_R,Normal,74,Green,Female,No,452,189,29,445,199,103
Cogent Scanner/74/Normal/20120913114132_L,Normal,74,Green,Female,No,307,184,27,313,196,102
Cogent Scanner/74/Normal/20120913114132_R,Normal,74,Green,Female,No,444,204,40,438,214,104
Cogent Scanner/74/Normal/20120913114135_L,Normal,74,Green,Female,No,297,185,26,304,191,105
Cogent Scanner/74/Normal/20120913114135_R,Normal,74,Green,Female,No,431,202,31,426,208,103
Cogent Scanner/74/Normal/20120913114138_L,Normal,74,Green,Female,No,294,171,26,302,181,107
Cogent Scanner/74/Normal/20120913114138_R,Normal,74,Green,Female,No,419,173,27,415,177,106
Cogent Scanner/74/Normal/20120913114142_L,Normal,74,Green,Female,No,275,160,29,278,169,106
Cogent Scanner/74/Normal/20120913114142_R,Normal,74,Green,Female,No,410,183,30,406,191,107
Cogent Scanner/74/Transparent/20120912162729_L,Transparent,74,Green,Female,No,368,151,31,374,160,96
Cogent Scanner/74/Transparent/20120912162729_R,Transparent,74,Green,Female,No,359,210,34,352,217,95
Cogent Scanner/74/Transparent/20120912162733_L,Transparent,74,Green,Female,No,337,146,29,342,150,97
Cogent Scanner/74/Transparent/20120912162733_R,Transparent,74,Green,Female,No,329,214,26,328,223,98
Cogent Scanner/74/Transparent/20120912162736_L,Transparent,74,Green,Female,No,341,156,26,348,162,97
Cogent Scanner/74/Transparent/20120912162736_R,Transparent,74,Green,Female,No,335,213,27,330,221,98
Cogent Scanner/74/Transparent/20120912162740_L,Transparent,74,Green,Female,No,316,139,26,321,152,97
Cogent Scanner/74/Transparent/20120912162740_R,Transparent,74,Green,Female,No,316,207,34,310,206,97
Cogent Scanner/74/Transparent/20120912162744_L,Transparent,74,Green,Female,No,342,147,25,351,157,95
Cogent Scanner/74/Transparent/20120912162744_R,Transparent,74,Green,Female,No,324,205,29,321,218,96
Cogent Scanner/75/Colored/20120911160554_L,Colored,75,Blue,Male,No,194,325,42,196,339,116
Cogent Scanner/75/Colored/20120911160554_R,Colored,75,Blue,Male,No,321,161,39,311,187,125
Cogent Scanner/75/Colored/20120911160559_L,Colored,75,Blue,Male,No,267,130,35,275,139,115
Cogent Scanner/75/Colored/20120911160559_R,Colored,75,Blue,Male,No,347,180,36,344,197,119
Cogent Scanner/75/Colored/20120911160603_L,Colored,75,Blue,Male,No,259,132,26,271,163,121
Cogent Scanner/75/Colored/20120911160603_R,Colored,75,Blue,Male,No,373,151,38,365,180,125
Cogent Scanner/75/Colored/20120911160607_L,Colored,75,Blue,Male,No,284,164,35,296,181,121
