Image,Label,SubjectID,Ciba Vision Lens Color,Gender,B_L Lens Used,PupilX,PupilY,PupilR,IrisX,IrisY,IrisR
Cogent Scanner/16/Transparent/20120919155453_L,Transparent,16,Hazel,Male,No,321,149,30,328,174,123
Cogent Scanner/16/Transparent/20120919155453_R,Transparent,16,Hazel,Male,No,394,173,28,390,196,121
Cogent Scanner/17/Colored/20120919161619_L,Colored,17,Blue,Male,No,239,166,40,241,176,118
Cogent Scanner/17/Colored/20120919161619_R,Colored,17,Blue,Male,No,394,174,40,391,187,111
Cogent Scanner/17/Colored/20120919161622_L,Colored,17,Blue,Male,No,198,161,42,198,163,119
Cogent Scanner/17/Colored/20120919161622_R,Colored,17,Blue,Male,No,335,181,35,334,194,114
Cogent Scanner/17/Colored/20120919161625_L,Colored,17,Blue,Male,No,199,182,44,198,189,124
Cogent Scanner/17/Colored/20120919161625_R,Colored,17,Blue,Male,No,344,180,41,342,195,122
Cogent Scanner/17/Colored/20120919161628_L,Colored,17,Blue,Male,No,203,181,41,204,184,122
Cogent Scanner/17/Colored/20120919161628_R,Colored,17,Blue,Male,No,347,184,39,343,201,121
Cogent Scanner/17/Colored/20120919161633_L,Colored,17,Blue,Male,No,211,172,34,213,187,123
Cogent Scanner/17/Colored/20120919161633_R,Colored,17,Blue,Male,No,366,163,33,367,183,121
Cogent Scanner/17/Normal/20120919154127_L,Normal,17,Blue,Male,No,247,152,33,244,144,108
Cogent Scanner/17/Normal/20120919154127_R,Normal,17,Blue,Male,No,371,168,33,373,174,107
Cogent Scanner/17/Normal/20120919154130_L,Normal,17,Blue,Male,No,221,181,46,221,180,130
Cogent Scanner/17/Normal/20120919154130_R,Normal,17,Blue,Male,No,375,180,41,377,197,126
Cogent Scanner/17/Normal/20120919154134_L,Normal,17,Blue,Male,No,224,186,53,224,190,133
Cogent Scanner/17/Normal/20120919154134_R,Normal,17,Blue,Male,No,382,185,41,385,201,128
Cogent Scanner/17/Normal/20120919154137_L,Normal,17,Blue,Male,No,209,179,50,211,193,132
Cogent Scanner/17/Normal/20120919154137_R,Normal,17,Blue,Male,No,372,177,50,371,191,130
Cogent Scanner/17/Normal/20120919154140_L,Normal,17,Blue,Male,No,203,179,52,199,199,136
Cogent Scanner/17/Normal/20120919154140_R,Normal,17,Blue,Male,No,365,177,50,368,196,129
Cogent Scanner/17/Normal/20120919154145_L,Normal,17,Blue,Male,No,247,177,46,247,187,139
Cogent Scanner/17/Normal/20120919154145_R,Normal,17,Blue,Male,No,417,171,56,414,195,134
Cogent Scanner/17/Transparent/20120919155316_L,Transparent,17,Blue,Male,No,138,257,42,144,269,131
Cogent Scanner/17/Transparent/20120919155316_R,Transparent,17,Blue,Male,No,305,275,44,306,296,131
Cogent Scanner/17/Transparent/20120919155320_L,Transparent,17,Blue,Male,No,204,153,50,203,165,151
Cogent Scanner/17/Transparent/20120919155320_R,Transparent,17,Blue,Male,No,405,199,48,405,216,147
Cogent Scanner/17/Transparent/20120919155325_L,Transparent,17,Blue,Male,No,215,155,51,217,177,137
Cogent Scanner/17/Transparent/20120919155325_R,Transparent,17,Blue,Male,No,376,193,38,376,203,131
Cogent Scanner/17/Transparent/20120919155330_L,Transparent,17,Blue,Male,No,203,153,46,203,169,130
Cogent Scanner/17/Transparent/20120919155330_R,Transparent,17,Blue,Male,No,374,192,45,375,195,125
Cogent Scanner/17/Transparent/20120919155332_L,Transparent,17,Blue,Male,No,198,154,34,202,166,134
Cogent Scanner/17/Transparent/20120919155332_R,Transparent,17,Blue,Male,No,366,206,38,365,215,126
Cogent Scanner/17/Transparent/20120919155335_L,Transparent,17,Blue,Male,No,202,178,44,206,189,131
Cogent Scanner/17/Transparent/20120919155335_R,Transparent,17,Blue,Male,No,360,207,37,363,228,125
Cogent Scanner/17/Transparent/20120919155338_L,Transparent,17,Blue,Male,No,201,173,48,204,178,129
Cogent Scanner/17/Transparent/20120919155338_R,Transparent,17,Blue,Male,No,379,216,40,375,238,130
Cogent Scanner/18/Colored/20120919150418_L,Colored,18,Blue,Male,No,243,253,28,249,248,93
Cogent Scanner/18/Colored/20120919150418_R,Colored,18,Blue,Male,No,363,224,30,358,221,96
Cogent Scanner/18/Colored/20120919150420_L,Colored,18,Blue,Male,No,302,241,25,307,244,93
Cogent Scanner/18/Colored/20120919150420_R,Colored,18,Blue,Male,No,376,181,27,369,179,92
Cogent Scanner/18/Colored/20120919150423_L,Colored,18,Blue,Male,No,275,240,32,283,248,114
Cogent Scanner/18/Colored/20120919150423_R,Colored,18,Blue,Male,No,365,200,38,354,208,116
Cogent Scanner/18/Colored/20120919150426_L,Colored,18,Blue,Male,No,298,238,31,306,253,118
Cogent Scanner/18/Colored/20120919150426_R,Colored,18,Blue,Male,No,414,192,44,405,207,118
Cogent Scanner/18/Colored/20120919150434_L,Colored,18,Blue,Male,No,314,165,42,320,173,118
Cogent Scanner/18/Colored/20120919150434_R,Colored,18,Blue,Male,No,402,128,44,397,132,116
Cogent Scanner/18/Colored/20120919150437_L,Colored,18,Blue,Male,No,301,146,29,306,154,117
Cogent Scanner/18/Colored/20120919150437_R,Colored,18,Blue,Male,No,389,115,40,383,119,113
Cogent Scanner/18/Colored/20120919150440_L,Colored,18,Blue,Male,No,306,142,39,313,147,117
Cogent Scanner/18/Colored/20120919150440_R,Colored,18,Blue,Male,No,399,98,43,391,118,114
Cogent Scanner/18/Colored/20120919150443_L,Colored,18,Blue,Male,No,329,172,40,333,178,117
Cogent Scanner/18/Colored/20120919150443_R,Colored,18,Blue,Male,No,421,118,36,412,128,118
Cogent Scanner/18/Normal/20120919145006_L,Normal,18,Blue,Male,No,221,197,47,232,202,121
Cogent Scanner/18/Normal/20120919145006_R,Normal,18,Blue,Male,No,339,198,52,329,199,125
Cogent Scanner/18/Normal/20120919145009_L,Normal,18,Blue,Male,No,235,163,39,244,168,122
Cogent Scanner/18/Normal/20120919145009_R,Normal,18,Blue,Male,No,353,152,38,349,169,126
Cogent Scanner/18/Normal/20120919145013_L,Normal,18,Blue,Male,No,260,191,46,264,202,118
Cogent Scanner/18/Normal/20120919145013_R,Normal,18,Blue,Male,No,368,178,47,365,179,122
Cogent Scanner/18/Normal/20120919145016_L,Normal,18,Blue,Male,No,222,174,35,230,181,124
Cogent Scanner/18/Normal/20120919145016_R,Normal,18,Blue,Male,No,326,186,37,319,197,127
Cogent Scanner/18/Normal/20120919145019_L,Normal,18,Blue,Male,No,215,168,38,226,173,120
Cogent Scanner/18/Normal/20120919145019_R,Normal,18,Blue,Male,No,326,182,43,320,184,124
Cogent Scanner/18/Normal/20120919145023_L,Normal,18,Blue,Male,No,201,158,40,204,164,122
Cogent Scanner/18/Normal/20120919145023_R,Normal,18,Blue,Male,No,299,190,36,296,196,125
Cogent Scanner/18/Normal/20120919145027_L,Normal,18,Blue,Male,No,255,128,43,262,148,124
Cogent Scanner/18/Normal/20120919145027_R,Normal,18,Blue,Male,No,361,128,46,354,154,120
Cogent Scanner/18/Transparent/20120919144817_L,Transparent,18,Blue,Male,No,218,191,41,234,199,145
Cogent Scanner/18/Transparent/20120919144817_R,Transparent,18,Blue,Male,No,365,181,44,365,185,146
Cogent Scanner/18/Transparent/20120919144820_L,Transparent,18,Blue,Male,No,223,212,42,234,215,136
Cogent Scanner/18/Transparent/20120919144820_R,Transparent,18,Blue,Male,No,362,208,37,366,216,138
Cogent Scanner/18/Transparent/20120919144823_L,Transparent,18,Blue,Male,No,253,208,37,268,205,127
Cogent Scanner/18/Transparent/20120919144823_R,Transparent,18,Blue,Male,No,378,200,40,374,205,129
Cogent Scanner/18/Transparent/20120919144826_L,Transparent,18,Blue,Male,No,249,209,40,257,206,129
Cogent Scanner/18/Transparent/20120919144826_R,Transparent,18,Blue,Male,No,374,204,35,366,207,127
Cogent Scanner/18/Transparent/20120919144831_L,Transparent,18,Blue,Male,No,265,207,40,273,214,120
Cogent Scanner/18/Transparent/20120919144831_R,Transparent,18,Blue,Male,No,385,199,37,379,209,126
Cogent Scanner/18/Transparent/20120919144836_L,Transparent,18,Blue,Male,No,259,198,35,270,208,120
Cogent Scanner/18/Transparent/20120919144836_R,Transparent,18,Blue,Male,No,374,188,38,369,196,125
Cogent Scanner/19/Colored/20120920165809_L,Colored,19,Blue,Female,No,388,203,34,393,211,115
Cogent Scanner/19/Colored/20120920165809_R,Colored,19,Blue,Female,No,325,265,38,318,271,111
Cogent Scanner/19/Colored/20120920170213_L,Colored,19,Blue,Female,No,369,180,43,383,185,116
Cogent Scanner/19/Colored/20120920170213_R,Colored,19,Blue,Female,No,305,298,45,310,296,112
Cogent Scanner/19/Colored/20120920170217_L,Colored,19,Blue,Female,No,362,184,36,378,187,128
Cogent Scanner/19/Colored/20120920170217_R,Colored,19,Blue,Female,No,296,270,44,295,280,122
Cogent Scanner/19/Colored/20120920170221_L,Colored,19,Blue,Female,No,396,194,42,406,198,131
Cogent Scanner/19/Colored/20120920170221_R,Colored,19,Blue,Female,No,309,285,54,310,294,129
Cogent Scanner/19/Colored/20120920170225_L,Colored,19,Blue,Female,No,371,170,36,382,167,127
Cogent Scanner/19/Colored/20120920170225_R,Colored,19,Blue,Female,No,298,265,35,296,274,132
Cogent Scanner/19/Colored/20120920170229_L,Colored,19,Blue,Female,No,362,187,34,369,190,132
Cogent Scanner/19/Colored/20120920170229_R,Colored,19,Blue,Female,No,282,282,32,279,292,129
Cogent Scanner/19/Normal/20120920134437_L,Normal,19,Blue,Female,No,273,158,43,279,164,114
Cogent Scanner/19/Normal/20120920134438_R,Normal,19,Blue,Female,No,175,280,40,173,292,104
Cogent Scanner/19/Normal/20120920134440_L,Normal,19,Blue,Female,No,334,197,55,334,202,137
Cogent Scanner/19/Normal/20120920134440_R,Normal,19,Blue,Female,No,211,271,60,207,269,143
Cogent Scanner/19/Normal/20120920134443_L,Normal,19,Blue,Female,No,328,196,45,334,201,140
Cogent Scanner/19/Normal/20120920134443_R,Normal,19,Blue,Female,No,206,288,42,205,291,141
Cogent Scanner/19/Normal/20120920134446_L,Normal,19,Blue,Female,No,331,202,45,336,206,136
Cogent Scanner/19/Normal/20120920134446_R,Normal,19,Blue,Female,No,201,299,42,199,298,140
Cogent Scanner/19/Normal/20120920134449_L,Normal,19,Blue,Female,No,325,206,45,332,208,138
Cogent Scanner/19/Normal/20120920134449_R,Normal,19,Blue,Female,No,199,307,47,195,306,144
Cogent Scanner/19/Transparent/20120920135454_L,Transparent,19,Blue,Female,No,488,151,65,490,150,140
Cogent Scanner/19/Transparent/20120920135454_R,Transparent,19,Blue,Female,No,360,219,63,358,220,144
Cogent Scanner/19/Transparent/20120920135509_L,Transparent,19,Blue,Female,No,383,157,29,387,161,97
Cogent Scanner/19/Transparent/20120920135509_R,Transparent,19,Blue,Female,No,286,248,29,282,250,101
Cogent Scanner/19/Transparent/20120920135525_L,Transparent,19,Blue,Female,No,429,176,38,434,171,108
Cogent Scanner/19/Transparent/20120920135525_R,Transparent,19,Blue,Female,No,291,221,39,289,219,94
Cogent Scanner/19/Transparent/20120920135527_L,Transparent,19,Blue,Female,No,456,211,39,463,212,108
Cogent Scanner/19/Transparent/20120920135528_R,Transparent,19,Blue,Female,No,350,307,43,350,309,109
Cogent Scanner/19/Transparent/20120920135531_L,Transparent,19,Blue,Female,No,411,171,39,410,174,105
Cogent Scanner/19/Transparent/20120920135531_R,Transparent,19,Blue,Female,No,311,277,43,309,274,111
Cogent Scanner/20/Colored/20120913164849_L,Colored,20,Hazel,Male,No,171,279,50,182,296,132
Cogent Scanner/20/Colored/20120913164849_R,Colored,20,Hazel,Male,No,330,287,41,326,289,132
Cogent Scanner/20/Colored/20120913164856_L,Colored,20,Hazel,Male,No,189,285,45,198,296,135
Cogent Scanner/20/Colored/20120913164856_R,Colored,20,Hazel,Male,No,334,297,40,332,308,131
Cogent Scanner/20/Colored/20120913164903_L,Colored,20,Hazel,Male,No,204,276,35,214,287,137
Cogent Scanner/20/Colored/20120913164903_R,Colored,20,Hazel,Male,No,340,289,38,335,296,133
Cogent Scanner/20/Colored/20120913164905_L,Colored,20,Hazel,Male,No,207,279,46,213,299,142
Cogent Scanner/20/Colored/20120913164905_R,Colored,20,Hazel,Male,No,337,283,40,329,290,136
Cogent Scanner/20/Colored/20120913164908_L,Colored,20,Hazel,Male,No,207,272,42,216,280,137
Cogent Scanner/20/Colored/20120913164908_R,Colored,20,Hazel,Male,No,276,276,41,274,280,135
Cogent Scanner/20/Colored/20120913164911_L,Colored,20,Hazel,Male,No,158,270,49,163,277,136
Cogent Scanner/20/Colored/20120913164911_R,Colored,20,Hazel,Male,No,277,275,40,271,294,135
Cogent Scanner/20/Normal/20120912151259_L,Normal,20,Hazel,Male,No,251,272,47,256,283,117
Cogent Scanner/20/Normal/20120912151259_R,Normal,20,Hazel,Male,No,420,286,47,411,297,116
Cogent Scanner/20/Normal/20120912151302_L,Normal,20,Hazel,Male,No,239,231,48,241,238,122
Cogent Scanner/20/Normal/20120912151302_R,Normal,20,Hazel,Male,No,393,242,49,384,250,117
Cogent Scanner/20/Normal/20120912151306_L,Normal,20,Hazel,Male,No,214,222,51,215,231,118
Cogent Scanner/20/Normal/20120912151306_R,Normal,20,Hazel,Male,No,379,195,39,371,193,119
Cogent Scanner/20/Normal/20120912151310_L,Normal,20,Hazel,Male,No,201,225,45,203,227,117
Cogent Scanner/20/Normal/20120912151310_R,Normal,20,Hazel,Male,No,350,212,60,341,220,122
Cogent Scanner/20/Normal/20120912151313_L,Normal,20,Hazel,Male,No,192,221,56,195,218,124
Cogent Scanner/20/Normal/20120912151313_R,Normal,20,Hazel,Male,No,340,207,52,332,210,124
Cogent Scanner/20/Normal/20120912151317_L,Normal,20,Hazel,Male,No,178,210,54,183,217,122
Cogent Scanner/20/Normal/20120912151317_R,Normal,20,Hazel,Male,No,325,196,44,316,198,123
Cogent Scanner/20/Transparent/20120912160435_L,Transparent,20,Hazel,Male,No,226,270,50,234,264,122
Cogent Scanner/20/Transparent/20120912160435_R,Transparent,20,Hazel,Male,No,256,265,40,248,274,126
Cogent Scanner/20/Transparent/20120912160439_L,Transparent,20,Hazel,Male,No,227,236,58,233,230,124
Cogent Scanner/20/Transparent/20120912160439_R,Transparent,20,Hazel,Male,No,269,230,46,259,239,127
Cogent Scanner/20/Transparent/20120912160443_L,Transparent,20,Hazel,Male,No,239,220,46,244,233,129
Cogent Scanner/20/Transparent/20120912160443_R,Transparent,20,Hazel,Male,No,250,218,57,247,214,123
Cogent Scanner/20/Transparent/20120912160449_L,Transparent,20,Hazel,Male,No,216,217,44,222,224,128
Cogent Scanner/20/Transparent/20120912160449_R,Transparent,20,Hazel,Male,No,258,210,49,250,226,127
Cogent Scanner/20/Transparent/20120912160453_L,Transparent,20,Hazel,Male,No,210,205,57,214,216,129
Cogent Scanner/20/Transparent/20120912160453_R,Transparent,20,Hazel,Male,No,252,195,61,243,203,130
Cogent Scanner/21/Colored/20120919174402_L,Colored,21,Green,Male,No,346,200,33,357,205,108
Cogent Scanner/21/Colored/20120919174402_R,Colored,21,Green,Male,No,260,185,31,247,184,107
Cogent Scanner/21/Colored/20120919174405_L,Colored,21,Green,Male,No,394,186,40,401,197,120
Cogent Scanner/21/Colored/20120919174405_R,Colored,21,Green,Male,No,292,174,33,275,175,121
Cogent Scanner/21/Colored/20120919174408_L,Colored,21,Green,Male,No,397,197,35,406,209,121
Cogent Scanner/21/Colored/20120919174408_R,Colored,21,Green,Male,No,298,178,37,282,180,123
Cogent Scanner/21/Colored/20120919174411_L,Colored,21,Green,Male,No,402,212,36,409,227,118
Cogent Scanner/21/Colored/20120919174411_R,Colored,21,Green,Male,No,303,174,30,287,178,118
Cogent Scanner/21/Colored/20120919174413_L,Colored,21,Green,Male,No,386,213,35,399,234,118
Cogent Scanner/21/Colored/20120919174413_R,Colored,21,Green,Male,No,291,183,31,276,190,118
Cogent Scanner/21/Colored/20120919174418_L,Colored,21,Green,Male,No,404,223,43,410,244,121
Cogent Scanner/21/Colored/20120919174418_R,Colored,21,Green,Male,No,298,192,41,285,190,120
Cogent Scanner/21/Normal/20120919173015_L,Normal,21,Green,Male,No,317,190,49,319,188,147
Cogent Scanner/21/Normal/20120919173015_R,Normal,21,Green,Male,No,270,219,43,271,220,145
Cogent Scanner/21/Normal/20120919173019_L,Normal,21,Green,Male,No,382,184,49,385,181,127
Cogent Scanner/21/Normal/20120919173019_R,Normal,21,Green,Male,No,276,193,45,272,194,123
Cogent Scanner/21/Normal/20120919173022_L,Normal,21,Green,Male,No,421,174,38,426,175,123
Cogent Scanner/21/Normal/20120919173022_R,Normal,21,Green,Male,No,301,187,47,297,186,123
Cogent Scanner/21/Normal/20120919173025_L,Normal,21,Green,Male,No,395,173,45,401,171,127
Cogent Scanner/21/Normal/20120919173025_R,Normal,21,Green,Male,No,291,180,44,291,178,130
Cogent Scanner/21/Normal/20120919173028_L,Normal,21,Green,Male,No,383,156,37,386,166,130
Cogent Scanner/21/Normal/20120919173028_R,Normal,21,Green,Male,No,291,163,35,284,172,126
Cogent Scanner/21/Transparent/20120919173411_L,Transparent,21,Green,Male,No,332,202,35,334,211,115
Cogent Scanner/21/Transparent/20120919173411_R,Transparent,21,Green,Male,No,242,184,33,237,201,116
Cogent Scanner/21/Transparent/20120919173414_L,Transparent,21,Green,Male,No,366,213,41,372,227,115
Cogent Scanner/21/Transparent/20120919173414_R,Transparent,21,Green,Male,No,277,187,41,269,199,119
Cogent Scanner/21/Transparent/20120919173417_L,Transparent,21,Green,Male,No,375,206,43,381,224,117
Cogent Scanner/21/Transparent/20120919173417_R,Transparent,21,Green,Male,No,280,180,41,275,192,120
Cogent Scanner/21/Transparent/20120919173420_L,Transparent,21,Green,Male,No,397,204,43,403,223,120
Cogent Scanner/21/Transparent/20120919173420_R,Transparent,21,Green,Male,No,301,171,41,294,173,121
Cogent Scanner/21/Transparent/20120919173422_L,Transparent,21,Green,Male,No,384,205,42,388,215,120
Cogent Scanner/21/Transparent/20120919173422_R,Transparent,21,Green,Male,No,283,174,45,277,186,122
Cogent Scanner/21/Transparent/20120919173426_L,Transparent,21,Green,Male,No,399,217,33,405,237,124
Cogent Scanner/21/Transparent/20120919173426_R,Transparent,21,Green,Male,No,290,190,43,284,201,125
Cogent Scanner/22/Colored/20120912144837_L,Colored,22,Gray,Male,No,209,144,32,217,147,118
Cogent Scanner/22/Colored/20120912144837_R,Colored,22,Gray,Male,No,429,215,30,422,225,113
Cogent Scanner/22/Colored/20120912144842_L,Colored,22,Gray,Male,No,257,213,30,264,229,111
Cogent Scanner/22/Colored/20120912144842_R,Colored,22,Gray,Male,No,412,181,45,403,204,120
Cogent Scanner/22/Colored/20120912144846_L,Colored,22,Gray,Male,No,206,209,43,216,227,112
Cogent Scanner/22/Colored/20120912144846_R,Colored,22,Gray,Male,No,408,180,43,401,201,123
Cogent Scanner/22/Colored/20120912144850_L,Colored,22,Gray,Male,No,234,203,33,241,222,112
Cogent Scanner/22/Colored/20120912144850_R,Colored,22,Gray,Male,No,417,177,40,411,193,121
Cogent Scanner/22/Colored/20120912144854_L,Colored,22,Gray,Male,No,247,216,42,254,226,113
Cogent Scanner/22/Colored/20120912144854_R,Colored,22,Gray,Male,No,448,184,44,443,203,116
Cogent Scanner/22/Normal/20120912141503_L,Normal,22,Gray,Male,No,196,183,34,199,203,122
Cogent Scanner/22/Normal/20120912141503_R,Normal,22,Gray,Male,No,410,206,31,403,224,123
Cogent Scanner/22/Normal/20120912141510_L,Normal,22,Gray,Male,No,238,162,44,246,188,129
Cogent Scanner/22/Normal/20120912141510_R,Normal,22,Gray,Male,No,451,148,41,445,156,129
Cogent Scanner/22/Normal/20120912141513_L,Normal,22,Gray,Male,No,257,177,43,258,198,130
Cogent Scanner/22/Normal/20120912141513_R,Normal,22,Gray,Male,No,461,151,46,452,163,131
Cogent Scanner/22/Normal/20120912141516_L,Normal,22,Gray,Male,No,241,162,36,249,179,132
Cogent Scanner/22/Normal/20120912141516_R,Normal,22,Gray,Male,No,445,150,42,438,164,134
Cogent Scanner/22/Normal/20120912141519_L,Normal,22,Gray,Male,No,208,166,44,212,189,131
Cogent Scanner/22/Normal/20120912141519_R,Normal,22,Gray,Male,No,415,164,44,407,184,132
Cogent Scanner/22/Normal/20120912141521_L,Normal,22,Gray,Male,No,211,168,52,217,175,134
Cogent Scanner/22/Normal/20120912141521_R,Normal,22,Gray,Male,No,416,150,47,409,173,130
Cogent Scanner/22/Transparent/20120912143338_L,Transparent,22,Gray,Male,No,254,166,36,261,183,119
Cogent Scanner/22/Transparent/20120912143338_R,Transparent,22,Gray,Male,No,456,206,43,452,219,110
Cogent Scanner/22/Transparent/20120912143342_L,Transparent,22,Gray,Male,No,230,203,47,232,220,133
Cogent Scanner/22/Transparent/20120912143342_R,Transparent,22,Gray,Male,No,415,154,56,404,178,136
Cogent Scanner/22/Transparent/20120912143346_L,Transparent,22,Gray,Male,No,206,189,59,208,202,138
Cogent Scanner/22/Transparent/20120912143346_R,Transparent,22,Gray,Male,No,428,131,53,422,158,141
Cogent Scanner/22/Transparent/20120912143350_L,Transparent,22,Gray,Male,No,187,183,46,193,205,137
Cogent Scanner/22/Transparent/20120912143350_R,Transparent,22,Gray,Male,No,409,131,50,405,147,145
Cogent Scanner/22/Transparent/20120912143354_L,Transparent,22,Gray,Male,No,182,174,60,186,188,135
Cogent Scanner/22/Transparent/20120912143354_R,Transparent,22,Gray,Male,No,404,114,53,399,142,141
Cogent Scanner/22/Transparent/20120912143359_L,Transparent,22,Gray,Male,No,215,212,37,220,215,115
Cogent Scanner/22/Transparent/20120912143359_R,Transparent,22,Gray,Male,No,406,145,50,399,164,120
Cogent Scanner/23/Colored/20120919151535_L,Colored,23,Green,Female,No,250,159,28,253,173,115
Cogent Scanner/23/Colored/20120919151535_R,Colored,23,Green,Female,No,457,192,31,453,208,114
Cogent Scanner/23/Colored/20120919151539_L,Colored,23,Green,Female,No,237,135,36,238,146,112
Cogent Scanner/23/Colored/20120919151539_R,Colored,23,Green,Female,No,445,171,39,437,181,113
Cogent Scanner/23/Colored/20120919151542_L,Colored,23,Green,Female,No,216,144,40,218,160,116
Cogent Scanner/23/Colored/20120919151542_R,Colored,23,Green,Female,No,423,183,37,420,197,115
Cogent Scanner/23/Colored/20120919151546_L,Colored,23,Green,Female,No,214,132,35,216,142,116
Cogent Scanner/23/Colored/20120919151546_R,Colored,23,Green,Female,No,426,178,42,426,190,116
Cogent Scanner/23/Colored/20120919151549_L,Colored,23,Green,Female,No,200,146,34,203,164,122
Cogent Scanner/23/Colored/20120919151549_R,Colored,23,Green,Female,No,429,156,33,423,175,121
Cogent Scanner/23/Colored/20120919151553_L,Colored,23,Green,Female,No,230,148,39,230,159,119
Cogent Scanner/23/Colored/20120919151553_R,Colored,23,Green,Female,No,444,179,39,443,192,117
Cogent Scanner/23/Normal/20120919144921_L,Normal,23,Green,Female,No,180,173,51,187,190,132
Cogent Scanner/23/Normal/20120919144921_R,Normal,23,Green,Female,No,464,185,55,461,206,135
Cogent Scanner/23/Normal/20120919144925_L,Normal,23,Green,Female,No,221,169,42,222,178,123
Cogent Scanner/23/Normal/20120919144925_R,Normal,23,Green,Female,No,460,189,45,455,194,121
Cogent Scanner/23/Normal/20120919144928_L,Normal,23,Green,Female,No,256,148,35,259,147,122
Cogent Scanner/23/Normal/20120919144928_R,Normal,23,Green,Female,No,484,161,37,478,171,127
Cogent Scanner/23/Normal/20120919144930_L,Normal,23,Green,Female,No,247,148,35,249,162,128
Cogent Scanner/23/Normal/20120919144930_R,Normal,23,Green,Female,No,473,149,35,472,164,127
Cogent Scanner/23/Normal/20120919144934_L,Normal,23,Green,Female,No,194,128,42,196,140,129
Cogent Scanner/23/Normal/20120919144934_R,Normal,23,Green,Female,No,424,147,43,424,158,126
Cogent Scanner/23/Normal/20120919144937_L,Normal,23,Green,Female,No,236,160,50,239,175,129
Cogent Scanner/23/Normal/20120919144937_R,Normal,23,Green,Female,No,467,164,51,466,171,131
Cogent Scanner/23/Transparent/20120919150323_L,Transparent,23,Green,Female,No,233,182,35,233,195,106
Cogent Scanner/23/Transparent/20120919150323_R,Transparent,23,Green,Female,No,426,213,32,425,225,102
Cogent Scanner/23/Transparent/20120919150329_L,Transparent,23,Green,Female,No,224,168,38,226,179,126
Cogent Scanner/23/Transparent/20120919150329_R,Transparent,23,Green,Female,No,457,191,34,453,213,122
Cogent Scanner/23/Transparent/20120919150332_L,Transparent,23,Green,Female,No,236,161,42,237,178,125
Cogent Scanner/23/Transparent/20120919150332_R,Transparent,23,Green,Female,No,484,189,42,480,215,119
Cogent Scanner/23/Transparent/20120919150335_L,Transparent,23,Green,Female,No,206,170,46,208,195,125
Cogent Scanner/23/Transparent/20120919150335_R,Transparent,23,Green,Female,No,426,171,35,424,190,127
Cogent Scanner/23/Transparent/20120919150339_L,Transparent,23,Green,Female,No,192,162,49,189,185,131
Cogent Scanner/23/Transparent/20120919150339_R,Transparent,23,Green,Female,No,438,197,53,435,207,125
Cogent Scanner/24/Colored/20120914162658_L,Colored,24,Blue,Female,No,303,198,48,304,221,131
Cogent Scanner/24/Colored/20120914162658_R,Colored,24,Blue,Female,No,417,200,37,415,220,131
Cogent Scanner/24/Colored/20120914162702_L,Colored,24,Blue,Female,No,258,206,49,264,221,131
Cogent Scanner/24/Colored/20120914162702_R,Colored,24,Blue,Female,No,436,224,50,434,242,131
Cogent Scanner/24/Colored/20120914162706_L,Colored,24,Blue,Female,No,268,205,40,272,215,134
Cogent Scanner/24/Colored/20120914162706_R,Colored,24,Blue,Female,No,480,226,46,469,243,130
Cogent Scanner/24/Colored/20120914162709_L,Colored,24,Blue,Female,No,280,162,35,287,183,116
Cogent Scanner/24/Colored/20120914162709_R,Colored,24,Blue,Female,No,380,216,31,374,223,109
Cogent Scanner/24/Colored/20120914162712_L,Colored,24,Blue,Female,No,232,178,27,238,201,114
Cogent Scanner/24/Colored/20120914162712_R,Colored,24,Blue,Female,No,357,224,35,350,236,111
Cogent Scanner/24/Colored/20120914162716_L,Colored,24,Blue,Female,No,205,160,41,215,167,114
Cogent Scanner/24/Colored/20120914162716_R,Colored,24,Blue,Female,No,338,206,29,327,228,113
Cogent Scanner/24/Normal/20120914154623_L,Normal,24,Blue,Female,No,249,180,39,256,198,130
Cogent Scanner/24/Normal/20120914154623_R,Normal,24,Blue,Female,No,425,217,42,419,252,133
Cogent Scanner/24/Normal/20120914154626_L,Normal,24,Blue,Female,No,287,211,37,288,229,128
Cogent Scanner/24/Normal/20120914154626_R,Normal,24,Blue,Female,No,414,218,35,408,240,128
Cogent Scanner/24/Normal/20120914154630_L,Normal,24,Blue,Female,No,218,172,41,221,189,128
Cogent Scanner/24/Normal/20120914154630_R,Normal,24,Blue,Female,No,438,186,35,431,218,129
Cogent Scanner/24/Normal/20120914154634_L,Normal,24,Blue,Female,No,250,133,32,248,152,127
Cogent Scanner/24/Normal/20120914154634_R,Normal,24,Blue,Female,No,415,153,31,413,176,131
Cogent Scanner/24/Normal/20120914154637_L,Normal,24,Blue,Female,No,292,153,39,295,176,128
Cogent Scanner/24/Normal/20120914154637_R,Normal,24,Blue,Female,No,435,167,44,432,188,128
Cogent Scanner/24/Normal/20120914154641_L,Normal,24,Blue,Female,No,259,155,28,261,186,128
Cogent Scanner/24/Normal/20120914154641_R,Normal,24,Blue,Female,No,427,164,35,421,173,126
Cogent Scanner/24/Transparent/20120914161331_L,Transparent,24,Blue,Female,No,234,187,45,241,199,120
Cogent Scanner/24/Transparent/20120914161331_R,Transparent,24,Blue,Female,No,372,248,47,373,269,111
Cogent Scanner/24/Transparent/20120914161336_L,Transparent,24,Blue,Female,No,200,188,33,203,212,119
